text,intent
Đau họng nhiều khi gắng sức. Sốt dai dẳng gần đây. Chảy nước mũi dai dẳng 1 tuần nay. Nhức mỏi toàn thân tăng dần vài ngày nay. Đổ mồ hôi nhiều về đêm.,Cảm cúm hoặc cảm lạnh
Đau tăng từng cơn tăng dần khi nghỉ. Đau quặn hông lưng nhiều vài ngày nay. Tiểu buốt. Sốt nhẹ 2 tuần gần đây.,Sỏi thận
Đổ mồ hôi khi nghỉ. Nghẹt mũi tăng dần gần đây. Chảy nước mũi nhiều vài ngày nay. Sổ mũi nhiều 2 tuần gần đây.,Cảm cúm hoặc cảm lạnh
Tim đập nhanh từng cơn về đêm. Mệt mỏi bất thường về đêm. Ngất dai dẳng khi gắng sức. Đau tức ngực nhẹ.,Tim mạch
Nước tiểu đục tăng dần về đêm. Đau rát khi đi tiểu tăng dần về đêm. Nước tiểu có mùi hôi nhiều khi nghỉ.,Sỏi thận
"Thỉnh thoảng, Tiểu ra máu nhẹ về đêm. Ớn lạnh tăng dần. Đau lan xuống háng nhẹ khi nghỉ. Tiểu gấp từng cơn về đêm. Đau tăng từng cơn gần đây.",Sỏi thận
Nước tiểu có mùi hôi từng cơn 1 tuần nay. Nôn nhiều khi nghỉ. Sốt dai dẳng. Đau rát khi đi tiểu dai dẳng 1 tuần nay.,Sỏi thận
Giảm cân không chủ ý khi nghỉ. Hơi thở mùi trái cây nhẹ 1 tuần nay. Đi tiểu nhiều lần. Ngứa da nhẹ về đêm.,Tiểu đường
Giảm khi nghỉ ngơi dai dẳng khi gắng sức. Đau tăng khi vận động khớp tăng dần về đêm. Đau tăng khi nâng vật nặng nhiều 1 tuần nay. Đau lưng dữ dội khi gắng sức.,Đau lưng và viêm khớp
"Gần đây, Buồn nôn dai dẳng vài ngày nay. Tiểu đêm nhiều nhiều khi nghỉ. Ngứa dai dẳng nhẹ 2 tuần gần đây.",Suy thận
"Hiện tại, Tê bì tay chân dai dẳng vài ngày nay. Giảm cân không chủ ý dai dẳng gần đây.",Tiểu đường
"Gần đây, Sao mạch trên da từng cơn 1 tuần nay. Sụt cân dai dẳng vài ngày nay. Chán ăn nhiều vài ngày nay. Bầm tím dễ dàng về đêm.",Xơ gan hoặc gan có vấn đề
Nhìn mờ từng cơn. Khô miệng nhiều 2 tuần gần đây.,Tiểu đường
Hơi thở mùi trái cây từng cơn về đêm. Chuột rút tăng dần 1 tuần nay. Khát về đêm nhẹ vài ngày nay. Giảm cân không chủ ý từng cơn 1 tuần nay. Tê bì tay chân từng cơn 2 tuần gần đây.,Tiểu đường
Yếu chân từng cơn. Sưng đau nhức khớp gối nhẹ gần đây. Hạn chế vận động nhẹ khi nghỉ. Đau lưng dữ dội nhiều 2 tuần gần đây.,Đau lưng và viêm khớp
Ngứa da dai dẳng 2 tuần gần đây. Nhiễm trùng da tái phát dai dẳng gần đây. Vết thương lâu lành nhiều khi gắng sức. Cảm giác kiến bò ở bàn chân dai dẳng khi gắng sức.,Tiểu đường
Sao mạch trên da nhẹ vài ngày nay. Nước tiểu sẫm màu tăng dần vài ngày nay. Chảy máu cam tăng dần 1 tuần nay. Rối loạn giấc ngủ nhẹ.,Xơ gan hoặc gan có vấn đề
Đau họng từng cơn về đêm. Sổ mũi dai dẳng 2 tuần gần đây. Ho từng cơn gần đây. Sốt tăng dần.,Cảm cúm hoặc cảm lạnh
"Hiện tại, Cơ giật từng cơn khi nghỉ. Phù mắt cá dai dẳng gần đây. Đau ngực từng cơn 1 tuần nay. Khó thở nhiều 1 tuần nay.",Suy thận
Chảy nước mũi nhẹ. Sốt cao tăng dần. Ho khan nhiều khi gắng sức. Sốt nhẹ nhẹ khi nghỉ.,Cảm cúm hoặc cảm lạnh
Tiểu buốt nhẹ khi gắng sức. Ớn lạnh nhẹ gần đây. Sốt từng cơn khi gắng sức. Nôn về đêm. Tiểu gấp tăng dần khi gắng sức.,Sỏi thận
"Hiện tại, Phù chân từng cơn vài ngày nay. Đau tức hạ sườn phải dai dẳng khi gắng sức.",Xơ gan hoặc gan có vấn đề
"Thỉnh thoảng, Đau rát khi đi tiểu về đêm. Sốt nhẹ. Ớn lạnh nhẹ khi gắng sức. Nôn.",Sỏi thận
"Thỉnh thoảng, Rát bỏng da dai dẳng 1 tuần nay. Da nứt nẻ nhẹ khi nghỉ. Vảy da tăng dần khi gắng sức.",Viêm da tiếp xúc
Mệt mỏi từng cơn. Tiểu đêm nhiều từng cơn 1 tuần nay. Phù mặt nhẹ về đêm. Buồn nôn 2 tuần gần đây.,Suy thận
Ho khan nhẹ gần đây. Hắt hơi từng cơn 2 tuần gần đây. Nghẹt mũi nhiều 2 tuần gần đây.,Cảm cúm hoặc cảm lạnh
Sốt nhẹ từng cơn. Ho khan dai dẳng vài ngày nay. Ho tăng dần 2 tuần gần đây. Sốt cao tăng dần gần đây. Nhức mỏi toàn thân từng cơn về đêm.,Cảm cúm hoặc cảm lạnh
Cảm giác kiến bò ở bàn chân từng cơn khi nghỉ. Nhiễm trùng da tái phát nhiều 2 tuần gần đây. Ngứa da nhẹ về đêm. Đói và mệt mỏi nhiều 1 tuần nay.,Tiểu đường
Nhịp tim không đều khi gắng sức. Đau tức ngực tăng dần khi nghỉ. Nặng ngực dai dẳng gần đây. Ho khan dai dẳng.,Tim mạch
"Khoảng vài hôm, Tăng huyết áp khó kiểm soát vài ngày nay. Khó thở từng cơn gần đây.",Suy thận
"Khoảng 1 tuần nay, Da rỉ dịch nhẹ gần đây. Da nứt nẻ dai dẳng gần đây.",Viêm da tiếp xúc
Đau rát hậu môn gần đây. Sưng quanh hậu môn vài ngày nay. Ngứa quanh hậu môn về đêm. Sa búi trĩ gần đây. Chảy máu khi đi tiêu khi gắng sức.,Trĩ
Cứng lưng buổi sáng tăng dần khi nghỉ. Giảm khi nghỉ ngơi nhẹ.,Đau lưng và viêm khớp
"Gần đây, Nóng đỏ khớp dai dẳng khi gắng sức. Đau tăng khi vận động khớp dai dẳng khi nghỉ. Đau tăng khi nâng vật nặng tăng dần về đêm. Đau lưng âm ỉ từng cơn 2 tuần gần đây. Đau tăng khi ngồi lâu 2 tuần gần đây.",Đau lưng và viêm khớp
"Hiện tại, Sổ mũi dai dẳng 1 tuần nay. Ớn lạnh tăng dần vài ngày nay. Hắt hơi tăng dần khi nghỉ. Ho khan từng cơn 1 tuần nay. Sốt dai dẳng về đêm.",Cảm cúm hoặc cảm lạnh
Chảy máu cam tăng dần 2 tuần gần đây. Bụng to do cổ trướng nhẹ 1 tuần nay. Sao mạch trên da từng cơn gần đây. Lòng bàn tay đỏ dai dẳng khi gắng sức.,Xơ gan hoặc gan có vấn đề
"Gần đây, Chuột rút cơ nhẹ gần đây. Tiểu ra máu nhiều. Nước tiểu sẫm màu nhẹ vài ngày nay.",Suy thận
"Gần đây, Tiểu đêm nhiều từng cơn 2 tuần gần đây. Nôn từng cơn 1 tuần nay. Da khô và ngứa tăng dần. Phù mặt nhiều 2 tuần gần đây.",Suy thận
Đau rát hậu môn. Sa búi trĩ từng cơn gần đây. Đau khi ngồi lâu dai dẳng gần đây. Cảm giác cộm vướng tăng dần 1 tuần nay.,Trĩ
Ngứa dai dẳng nhiều khi nghỉ. Da khô và ngứa nhẹ về đêm. Mệt mỏi nhiều 1 tuần nay. Nước tiểu sẫm màu từng cơn khi gắng sức. Tiểu đêm nhiều tăng dần vài ngày nay.,Suy thận
"Khoảng 2 tuần, Hơi thở mùi trái cây từng cơn khi gắng sức. Khô miệng 2 tuần gần đây. Vết thương lâu lành tăng dần gần đây.",Tiểu đường
"Gần đây, Đau tăng khi nâng vật nặng dai dẳng. Sưng đau khớp gối từng cơn. Sưng khớp khi nghỉ. Yếu chân từng cơn 2 tuần gần đây.",Đau lưng và viêm khớp
Ớn lạnh tăng dần 1 tuần nay. Hắt hơi nhiều vài ngày nay.,Cảm cúm hoặc cảm lạnh
Nặng ngực nhẹ gần đây. Khò khè khi nằm nhẹ. Vã mồ hôi lạnh dai dẳng khi nghỉ. Đau lan hàm hoặc cổ. Phù mắt cá chân nhiều về đêm.,Tim mạch
"Hiện tại, Đau lưng dữ dội nhiều 1 tuần nay. Sưng khớp nhiều 1 tuần nay. Đau lan xuống mông hoặc chân dai dẳng khi nghỉ. Đau lưng âm ỉ tăng dần vài ngày nay. Nóng đỏ khớp tăng dần 2 tuần gần đây.",Đau lưng và viêm khớp
Khó thở nhẹ khi gắng sức. Mệt mỏi bất thường nhiều khi nghỉ. Đau tức ngực từng cơn 2 tuần gần đây. Nhịp tim không đều dai dẳng vài ngày nay. Phù mắt cá chân tăng dần về đêm.,Tim mạch
Tiểu ra máu dai dẳng 2 tuần gần đây. Đau quặn hông lưng tăng dần khi nghỉ.,Sỏi thận
Khát về đêm nhiều gần đây. Cảm giác kiến bò ở bàn chân nhẹ khi nghỉ.,Tiểu đường
Nhịp tim không đều nhiều 1 tuần nay. Ngất từng cơn 2 tuần gần đây. Ho khan dai dẳng vài ngày nay. Phù mắt cá chân từng cơn khi nghỉ. Nặng ngực dai dẳng về đêm.,Tim mạch
Ngứa quanh hậu môn tăng dần 2 tuần gần đây. Sa búi trĩ nhiều 1 tuần nay. Đau khi ngồi lâu dai dẳng. Sưng quanh hậu môn nhẹ về đêm.,Trĩ
Da nứt nẻ vài ngày nay. Ngứa dữ dội nhiều về đêm. Da dày lên theo mảng nhiều khi nghỉ. Vảy da từng cơn 2 tuần gần đây.,Viêm da tiếp xúc
Nấc kéo dài từng cơn khi gắng sức. Mệt mỏi tăng dần gần đây. Ngứa dai dẳng từng cơn 1 tuần nay.,Suy thận
Nóng đỏ khớp dai dẳng khi gắng sức. Đau tăng khi vận động khớp nhẹ khi nghỉ. Đau tăng khi nâng vật nặng 2 tuần gần đây. Tê bì chân 1 tuần nay. Hạn chế vận động tăng dần gần đây.,Đau lưng và viêm khớp
"Hiện tại, Vã mồ hôi lạnh tăng dần khi gắng sức. Đau lan hàm hoặc cổ nhẹ vài ngày nay. Khò khè khi nằm tăng dần. Đau lan cánh tay trái tăng dần 2 tuần gần đây.",Tim mạch
"Gần đây, Ngứa da gần đây. Đau tức hạ sườn phải tăng dần 1 tuần nay. Bụng to do cổ trướng khi gắng sức. Bầm tím dễ dàng nhiều về đêm. Rối loạn giấc ngủ dai dẳng 1 tuần nay.",Xơ gan hoặc gan có vấn đề
Khát nước liên tục nhẹ khi nghỉ. Vết thương lâu lành khi gắng sức.,Tiểu đường
Tiểu nhiều bất thường nhiều khi nghỉ. Hoa mắt chóng mặt nhiều 2 tuần gần đây. Chán ăn dai dẳng. Nước tiểu có bọt dai dẳng khi gắng sức. Phù chân nhiều vài ngày nay.,Suy thận
Tiểu ra máu nhiều gần đây. Hơi thở có mùi hôi về đêm. Nôn dai dẳng khi gắng sức. Ngứa dai dẳng tăng dần khi nghỉ.,Suy thận
Căng tức khi đi tiểu nhiều khi gắng sức. Đau ngực nhẹ 1 tuần nay. Cơ giật dai dẳng vài ngày nay. Nôn dai dẳng vài ngày nay.,Suy thận
Lạo xạo khi cử động khớp dai dẳng. Nóng đỏ khớp dai dẳng vài ngày nay.,Đau lưng và viêm khớp
Hoa mắt chóng mặt nhẹ gần đây. Rối loạn giấc ngủ nhiều khi nghỉ. Phù mặt tăng dần 2 tuần gần đây.,Suy thận
Khò khè khi nằm tăng dần về đêm. Đau tức ngực dai dẳng về đêm. Đau lan hàm hoặc cổ nhẹ về đêm. Phù mắt cá chân dai dẳng gần đây. Khó thở nhiều vài ngày nay.,Tim mạch
"Gần đây, Nước tiểu đục dai dẳng gần đây. Nước tiểu có mùi hôi tăng dần.",Sỏi thận
Nặng ngực dai dẳng khi nghỉ. Ngất 1 tuần nay. Vã mồ hôi lạnh nhiều gần đây.,Tim mạch
Vết thương lâu lành nhẹ vài ngày nay. Ngứa da nhiều. Hơi thở mùi trái cây 2 tuần gần đây.,Tiểu đường
"Khoảng vài hôm, Ớn lạnh nhiều vài ngày nay. Sốt 2 tuần gần đây. Đau tăng từng cơn nhiều vài ngày nay. Đau rát khi đi tiểu nhiều gần đây. Đau quặn hông lưng từng cơn 1 tuần nay.",Sỏi thận
Đổ mồ hôi khi nghỉ. Mệt mỏi dai dẳng 2 tuần gần đây. Sốt nhẹ nhiều vài ngày nay. Đau đầu dai dẳng khi gắng sức. Ho có đờm từng cơn vài ngày nay.,Cảm cúm hoặc cảm lạnh
"Gần đây, Đau rát khi đi tiểu tăng dần. Tiểu gấp tăng dần khi gắng sức. Nước tiểu có mùi hôi nhẹ vài ngày nay.",Sỏi thận
Ban đỏ giới hạn vùng tiếp xúc tăng dần về đêm. Da nứt nẻ dai dẳng khi gắng sức.,Viêm da tiếp xúc
Cơ giật nhiều khi gắng sức. Tăng huyết áp khó kiểm soát nhẹ khi gắng sức. Hơi thở có mùi hôi nhẹ.,Suy thận
"Gần đây, Đau quặn hông lưng 2 tuần gần đây. Tiểu buốt tăng dần khi nghỉ. Đau lan xuống háng từng cơn khi nghỉ. Tiểu ra máu khi nghỉ. Ớn lạnh tăng dần khi nghỉ.",Sỏi thận
Khô miệng. Khát về đêm nhẹ gần đây. Tê bì tay chân nhiều 1 tuần nay. Vết thương lâu lành nhẹ.,Tiểu đường
Chóng mặt tăng dần. Khò khè khi nằm dai dẳng 2 tuần gần đây.,Tim mạch
Tiểu ra máu khi gắng sức. Nôn từng cơn khi gắng sức. Đau rát khi đi tiểu tăng dần khi gắng sức. Ớn lạnh dai dẳng 2 tuần gần đây. Nước tiểu có mùi hôi khi nghỉ.,Sỏi thận
Sưng đau khớp gối từng cơn 2 tuần gần đây. Đau lưng dữ dội nhẹ khi gắng sức. Đau lưng âm ỉ tăng dần khi nghỉ. Yếu chân tăng dần 2 tuần gần đây.,Đau lưng và viêm khớp
Đau tăng khi nâng vật nặng nhiều. Đau lan xuống mông hoặc chân dai dẳng. Cứng lưng buổi sáng dai dẳng khi nghỉ.,Đau lưng và viêm khớp
Giảm khi nghỉ ngơi vài ngày nay. Lạo xạo khi cử động khớp nhiều vài ngày nay. Sưng khớp dai dẳng 2 tuần gần đây.,Đau lưng và viêm khớp
Hạn chế vận động từng cơn gần đây. Đau tăng khi nâng vật nặng 2 tuần gần đây.,Đau lưng và viêm khớp
"Thỉnh thoảng, Sưng đau khớp cổ tay từng cơn 1 tuần nay. Đau lưng dữ dội tăng dần 2 tuần gần đây.",Đau lưng và viêm khớp
Đau tức hạ sườn phải tăng dần khi gắng sức. Ngứa da dai dẳng khi nghỉ.,Xơ gan hoặc gan có vấn đề
Mệt mỏi tăng dần khi nghỉ. Chảy máu cam nhẹ khi nghỉ. Sụt cân nhiều khi nghỉ. Ngứa da từng cơn 2 tuần gần đây. Bầm tím dễ dàng.,Xơ gan hoặc gan có vấn đề
Đau quặn hông lưng nhẹ về đêm. Sốt dai dẳng 2 tuần gần đây. Nước tiểu có mùi hôi từng cơn về đêm. Tiểu gấp khi gắng sức. Đau rát khi đi tiểu 2 tuần gần đây.,Sỏi thận
Bầm tím dễ dàng nhiều gần đây. Sụt cân nhẹ 1 tuần nay. Vàng da vàng mắt dai dẳng gần đây.,Xơ gan hoặc gan có vấn đề
Khô miệng dai dẳng về đêm. Đói và mệt mỏi dai dẳng 2 tuần gần đây.,Tiểu đường
Đói và mệt mỏi tăng dần về đêm. Cảm giác kiến bò ở bàn chân dai dẳng 1 tuần nay. Hơi thở mùi trái cây nhẹ khi nghỉ.,Tiểu đường
Đau rát hậu môn 2 tuần gần đây. Chảy máu khi đi tiêu dai dẳng khi gắng sức. Đau khi ngồi lâu từng cơn. Cảm giác cộm vướng nhẹ khi nghỉ. Sưng quanh hậu môn nhiều khi gắng sức.,Trĩ
Nước tiểu sẫm màu tăng dần khi gắng sức. Hơi thở có mùi hôi nhẹ 1 tuần nay.,Suy thận
Khó thở tăng dần vài ngày nay. Ngất khi nghỉ. Đau lan cánh tay trái từng cơn 2 tuần gần đây. Đau lan hàm hoặc cổ tăng dần 1 tuần nay. Đau tức ngực tăng dần 1 tuần nay.,Tim mạch
"Thỉnh thoảng, Ho nhẹ khi nghỉ. Đau họng nhẹ 1 tuần nay.",Cảm cúm hoặc cảm lạnh
Hạn chế vận động gần đây. Đau lưng âm ỉ dai dẳng khi gắng sức. Nóng đỏ khớp dai dẳng. Đau tăng khi ngồi lâu tăng dần về đêm. Sưng đau khớp gối tăng dần 1 tuần nay.,Đau lưng và viêm khớp
"Thỉnh thoảng, Tê bì tay chân tăng dần 1 tuần nay. Cảm giác kiến bò ở bàn chân gần đây.",Tiểu đường
Ớn lạnh nhẹ gần đây. Sốt cao tăng dần vài ngày nay.,Cảm cúm hoặc cảm lạnh
"Gần đây, Đau rát khi đi tiểu từng cơn 1 tuần nay. Nước tiểu có mùi hôi từng cơn. Tiểu ra máu tăng dần 1 tuần nay. Nước tiểu đục nhẹ vài ngày nay. Tiểu buốt nhiều 2 tuần gần đây.",Sỏi thận
Sổ mũi tăng dần vài ngày nay. Mệt mỏi dai dẳng vài ngày nay.,Cảm cúm hoặc cảm lạnh
Đau rát khi đi tiểu từng cơn 1 tuần nay. Buồn nôn tăng dần. Đau lan xuống háng dai dẳng gần đây.,Sỏi thận
Nước tiểu sẫm màu dai dẳng gần đây. Nước tiểu có bọt nhiều. Hoa mắt hoa mắt từng cơn. Đau ngực nhẹ 1 tuần nay.,Suy thận
Rát bỏng da dai dẳng 2 tuần gần đây. Mụn nước phồng rộp từng cơn khi nghỉ. Da dày lên theo mảng dai dẳng vài ngày nay. Da rỉ dịch nhiều khi gắng sức. Vảy da nhiều vài ngày nay.,Viêm da tiếp xúc
"Thỉnh thoảng, Rối loạn giấc ngủ từng cơn gần đây. Buồn nôn dai dẳng khi nghỉ. Bụng to do cổ trướng vài ngày nay.",Xơ gan hoặc gan có vấn đề
Sưng quanh hậu môn dai dẳng gần đây. Đau khi ngồi lâu tăng dần. Sa búi trĩ từng cơn 2 tuần gần đây. Dịch nhầy quanh hậu môn từng cơn. Cảm giác cộm vướng 1 tuần nay.,Trĩ
Đau tức ngực về đêm. Ngất 2 tuần gần đây. Chóng mặt nhiều 2 tuần gần đây.,Tim mạch
Ngứa dữ dội từng cơn khi nghỉ. Da nứt nẻ nhẹ gần đây. Vảy da vài ngày nay.,Viêm da tiếp xúc
Viêm họng tăng dần vài ngày nay. Ho khan tăng dần gần đây.,Cảm cúm hoặc cảm lạnh
Đau tăng khi nâng vật nặng nhẹ về đêm. Yếu chân nhẹ 1 tuần nay.,Đau lưng và viêm khớp
"Thỉnh thoảng, Đau đầu gần đây. Đau họng từng cơn gần đây. Sổ mũi từng cơn vài ngày nay.",Cảm cúm hoặc cảm lạnh
"Gần đây, Đau cơ từng cơn vài ngày nay. Viêm họng tăng dần khi nghỉ. Sốt nhẹ khi gắng sức. Khò khè từng cơn. Mệt mỏi dai dẳng gần đây.",Cảm cúm hoặc cảm lạnh
Tim đập nhanh nhiều gần đây. Ho khan dai dẳng khi nghỉ. Hồi hộp đánh trống ngực dai dẳng.,Tim mạch
Nước tiểu đục nhiều về đêm. Tiểu ra máu nhẹ 1 tuần nay. Nước tiểu có mùi hôi về đêm.,Sỏi thận
"Hiện tại, Giảm cân không chủ ý tăng dần vài ngày nay. Cảm giác kiến bò ở bàn chân 1 tuần nay. Hơi thở mùi trái cây từng cơn vài ngày nay. Đi tiểu nhiều lần dai dẳng khi nghỉ.",Tiểu đường
